Symbol,CategoryName
EROSMEDIA,MIDSMALLCAP_400
EVEREADY,DRY CELLS
EVEREADY,CONSUMER GOODS
EVEREADY,NIFTY500
EVEREADY,MIDSMALLCAP_400
EXIDEIND,AUTO ANCILLARIES
EXIDEIND,AUTOMOBILE
EXIDEIND,HIGH_MARKET_VALUE
EXIDEIND,NIFTY200
EXIDEIND,NIFTY500
EXIDEIND,LARGECAP_250
EXIDEIND,MIDCAP_50
EXIDEIND,MIDCAP_100
EXIDEIND,MIDCAP_150
EXIDEIND,MIDSMALLCAP_400
FEDERALBNK,BANKS - PRIVATE SECTOR
FEDERALBNK,FINANCIAL SERVICES
FEDERALBNK,Bank
FEDERALBNK,HIGH_MARKET_VALUE
FEDERALBNK,NIFTY200
FEDERALBNK,NIFTY500
FEDERALBNK,LARGECAP_250
FEDERALBNK,MIDCAP_50
FEDERALBNK,MIDCAP_100
FEDERALBNK,MIDCAP_150
FEDERALBNK,MIDSMALLCAP_400
FINCABLES,CABLES - TELEPHONE
FINCABLES,INDUSTRIAL MANUFACTURING
FINCABLES,NIFTY500
FINCABLES,LARGECAP_250
FINCABLES,MIDCAP_150
FINCABLES,MIDSMALLCAP_400
FINPIPE,PETROCHEMICALS
FINPIPE,INDUSTRIAL MANUFACTURING
FINPIPE,NIFTY500
FINPIPE,MIDSMALLCAP_400
FSL,COMPUTERS - SOFTWARE MEDIUM & SMALL
FSL,IT
FSL,NIFTY500
FSL,MIDSMALLCAP_400
FCONSUMER,FINANCE - INVESTMENTS
FCONSUMER,CONSUMER GOODS
FCONSUMER,LONGTERM
FCONSUMER,NIFTY200
FCONSUMER,NIFTY500
FCONSUMER,LARGECAP_250
FCONSUMER,MIDCAP_100
FCONSUMER,MIDCAP_150
FCONSUMER,MIDSMALLCAP_400
FRETAIL,RETAIL
FRETAIL,CONSUMER GOODS
FRETAIL,HIGH_MARKET_VALUE
FRETAIL,LONGTERM
FRETAIL,NIFTY200
FRETAIL,NIFTY500
FRETAIL,LARGECAP_250
FRETAIL,MIDCAP_100
FRETAIL,MIDCAP_150
FRETAIL,MIDSMALLCAP_400
GAIL,OIL DRILLING AND EXPLORATION
GAIL,ENERGY
GAIL,HIGH_MARKET_VALUE
GAIL,NIFTY100
GAIL,NIFTY200
GAIL,NIFTY500
GAIL,LARGECAP_250
GAIL,NIFTY50
GEPIL,POWER - TRANSMISSION & EQUIPMENT
GEPIL,INDUSTRIAL MANUFACTURING
GEPIL,NIFTY500
GEPIL,MIDSMALLCAP_400
GMRINFRA,INFRASTRUCTURE - GENERAL
GMRINFRA,CONSTRUCTION
GMRINFRA,NIFTY200
GMRINFRA,NIFTY500
GMRINFRA,LARGECAP_250
GMRINFRA,MIDCAP_50
GMRINFRA,MIDCAP_100
GMRINFRA,MIDCAP_150
GMRINFRA,MIDSMALLCAP_400
GVKPIL,POWER - GENERATION & DISTRIBUTION
GVKPIL,CONSTRUCTION
GVKPIL,NIFTY500
GVKPIL,MIDSMALLCAP_400
GDL,MISCELLANEOUS
GDL,SERVICES
GDL,NIFTY500
GDL,MIDSMALLCAP_400
GILLETTE,PERSONAL CARE
GILLETTE,CONSUMER GOODS
GILLETTE,HIGH_MARKET_VALUE
GILLETTE,NIFTY500
GILLETTE,LARGECAP_250
GILLETTE,MIDCAP_150
GILLETTE,MIDSMALLCAP_400
GSKCONS,FOOD PROCESSING
GSKCONS,CONSUMER GOODS
GSKCONS,HIGH_MARKET_VALUE
GSKCONS,NIFTY500
GSKCONS,LARGECAP_250
GSKCONS,MIDCAP_150
GSKCONS,MIDSMALLCAP_400
GLAXO,PHARMACEUTICALS
GLAXO,PHARMA
GLAXO,HIGH_MARKET_VALUE
GLAXO,NIFTY500
GLAXO,LARGECAP_250
GLAXO,MIDCAP_150
GLAXO,MIDSMALLCAP_400
GLENMARK,PHARMACEUTICALS
GLENMARK,PHARMA
GLENMARK,HIGH_MARKET_VALUE
GLENMARK,NIFTY200
GLENMARK,NIFTY500
GLENMARK,LARGECAP_250
GLENMARK,MIDCAP_50
GLENMARK,MIDCAP_100
GLENMARK,MIDCAP_150
GLENMARK,MIDSMALLCAP_400
GODREJCP,PERSONAL CARE
GODREJCP,CONSUMER GOODS
GODREJCP,HIGH_MARKET_VALUE
GODREJCP,LONGTERM
GODREJCP,NIFTY100
GODREJCP,NIFTY200
GODREJCP,NIFTY500
GODREJCP,LARGECAP_250
GODREJCP,NIFTY_NEXT_50
GODREJPROP,CONSTRUCTION & CONTRACTING - REAL ESTATE
GODREJPROP,CONSTRUCTION
GODREJPROP,HIGH_MARKET_VALUE
GODREJPROP,NIFTY500
GODREJPROP,LARGECAP_250
GODREJPROP,MIDCAP_150
GODREJPROP,MIDSMALLCAP_400
GRASIM,DIVERSIFIED
GRASIM,CEMENT & CEMENT PRODUCTS
GRASIM,HIGH_MARKET_VALUE
GRASIM,NIFTY100
GRASIM,NIFTY200
GRASIM,NIFTY500
GRASIM,LARGECAP_250
GRASIM,NIFTY50
GESHIP,SHIPPING
GESHIP,SERVICES
GESHIP,NIFTY500
GESHIP,MIDSMALLCAP_400
GREENPLY,MISCELLANEOUS
GREENPLY,CONSUMER GOODS
GREENPLY,LONGTERM
GREENPLY,NIFTY500
GREENPLY,MIDSMALLCAP_400
GRINDWELL,ABRASIVES
GRUH,FINANCE - HOUSING
GRUH,FINANCIAL SERVICES
GRUH,HIGH_MARKET_VALUE
GRUH,LONGTERM
GRUH,NIFTY200
GRUH,NIFTY500
GRUH,LARGECAP_250
GRUH,MIDCAP_100
GRUH,MIDCAP_150
GRUH,MIDSMALLCAP_400
GUJGASLTD,OIL DRILLING AND EXPLORATION
GUJGASLTD,ENERGY
GUJGASLTD,NIFTY500
GUJGASLTD,LARGECAP_250
GUJGASLTD,MIDCAP_150
GUJGASLTD,MIDSMALLCAP_400
GMDCLTD,MINING & MINERALS
GMDCLTD,METALS
GMDCLTD,NIFTY500
GMDCLTD,MIDSMALLCAP_400
GMDCLTD,SMALLCAP_100
GPPL,SHIPPING
GPPL,SERVICES
GPPL,NIFTY500
GPPL,MIDSMALLCAP_400
GSFC,FERTILISERS
GSFC,FERTILISERS & PESTICIDES
GSFC,NIFTY500
GSFC,MIDSMALLCAP_400
GSFC,SMALLCAP_50
GSFC,SMALLCAP_100
GSPL,OIL DRILLING AND EXPLORATION
GSPL,ENERGY
GSPL,NIFTY200
GSPL,NIFTY500
GSPL,LARGECAP_250
GSPL,MIDCAP_100
GSPL,MIDCAP_150
GSPL,MIDSMALLCAP_400
GULFOILLUB,LUBRICANTS
GULFOILLUB,ENERGY
GULFOILLUB,NIFTY500
GULFOILLUB,MIDSMALLCAP_400
HCL-INSYS,COMPUTERS - HARDWARE
HCL-INSYS,IT
HCL-INSYS,SPECIAL
HCL-INSYS,NIFTY500
HCL-INSYS,MIDSMALLCAP_400
HCLTECH,COMPUTERS - SOFTWARE
HCLTECH,IT
HCLTECH,HIGH_MARKET_VALUE
HCLTECH,NIFTY100
HCLTECH,NIFTY200
HCLTECH,NIFTY500
HCLTECH,LARGECAP_250
HCLTECH,NIFTY50
HDFCBANK,BANKS - PRIVATE SECTOR
HDFCBANK,FINANCIAL SERVICES
HDFCBANK,Bank
HDFCBANK,HIGH_MARKET_VALUE
HDFCBANK,LONGTERM
HDFCBANK,CAN-SLIM-2020
HDFCBANK,NIFTY100
HDFCBANK,NIFTY200
HDFCBANK,NIFTY500
HDFCBANK,LARGECAP_250
HDFCBANK,NIFTY50
HDFCBANK,HRITHIK
HTMEDIA,MEDIA & ENTERTAINMENT
HATHWAY,MEDIA & ENTERTAINMENT
HATHWAY,NIFTY500
HATHWAY,MIDSMALLCAP_400
HAVELLS,ELECTRIC EQUIPMENT
HAVELLS,CONSUMER GOODS
HAVELLS,HIGH_MARKET_VALUE
HAVELLS,LONGTERM
HAVELLS,NIFTY100
HAVELLS,NIFTY200
HAVELLS,NIFTY500
HAVELLS,LARGECAP_250
HAVELLS,NIFTY_NEXT_50
HEROMOTOCO,AUTO - 2 & 3 WHEELERS
HEROMOTOCO,AUTOMOBILE
HEROMOTOCO,HIGH_MARKET_VALUE
HEROMOTOCO,LONGTERM
HEROMOTOCO,NIFTY100
HEROMOTOCO,NIFTY200
HEROMOTOCO,NIFTY500
HEROMOTOCO,LARGECAP_250
HEROMOTOCO,NIFTY50
HINDALCO,ALUMINIUM
HINDALCO,METALS
HINDALCO,HIGH_MARKET_VALUE
HINDALCO,NIFTY100
HINDALCO,NIFTY200
HINDALCO,NIFTY500
HINDALCO,LARGECAP_250
HINDALCO,NIFTY50
HINDCOPPER,METALS - NON FERROUS
HINDCOPPER,METALS
HINDCOPPER,NIFTY500
HINDCOPPER,MIDSMALLCAP_400
HINDCOPPER,SMALLCAP_50
HINDCOPPER,SMALLCAP_100
HMVL,MEDIA & ENTERTAINMENT
HINDPETRO,REFINERIES
HINDPETRO,ENERGY
HINDPETRO,HIGH_MARKET_VALUE
HINDPETRO,NIFTY100
HINDPETRO,NIFTY200
HINDPETRO,NIFTY500
HINDPETRO,LARGECAP_250
HINDPETRO,NIFTY50
HINDUNILVR,PERSONAL CARE
HINDUNILVR,CONSUMER GOODS
HINDUNILVR,HIGH_MARKET_VALUE
HINDUNILVR,LONGTERM
HINDUNILVR,NIFTY100
HINDUNILVR,NIFTY200
HINDUNILVR,NIFTY500
HINDUNILVR,LARGECAP_250
HINDUNILVR,NIFTY50
HINDUNILVR,HRITHIK
HINDZINC,METALS - NON FERROUS
HINDZINC,METALS
HINDZINC,HIGH_MARKET_VALUE
HINDZINC,NIFTY100
HINDZINC,NIFTY200
HINDZINC,NIFTY500
HINDZINC,LARGECAP_250
HINDZINC,NIFTY_NEXT_50
HONAUT,TELECOMMUNICATIONS - EQUIPMENT
HONAUT,INDUSTRIAL MANUFACTURING
HONAUT,HIGH_MARKET_VALUE
HONAUT,LONGTERM
HONAUT,NIFTY500
HONAUT,LARGECAP_250
HONAUT,MIDCAP_150
HONAUT,MIDSMALLCAP_400
HDFC,FINANCE - HOUSING
HDFC,FINANCIAL SERVICES
HDFC,HIGH_MARKET_VALUE
HDFC,NIFTY100
HDFC,NIFTY200
HDFC,NIFTY500
HDFC,LARGECAP_250
HDFC,NIFTY50
HDFC,HRITHIK
ITC,CIGARETTES
ITC,CONSUMER GOODS
ITC,HIGH_MARKET_VALUE
ITC,NIFTY100
ITC,NIFTY200
ITC,NIFTY500
ITC,LARGECAP_250
ITC,NIFTY50
ICICIBANK,BANKS - PRIVATE SECTOR
ICICIBANK,FINANCIAL SERVICES
ICICIBANK,Bank
ICICIBANK,HIGH_MARKET_VALUE
ICICIBANK,NIFTY100
ICICIBANK,NIFTY200
ICICIBANK,NIFTY500
ICICIBANK,LARGECAP_250
ICICIBANK,NIFTY50
ICICIPRULI,FINANCE - GENERAL
ICICIPRULI,FINANCIAL SERVICES
ICICIPRULI,HIGH_MARKET_VALUE
ICICIPRULI,NIFTY100
ICICIPRULI,NIFTY200
ICICIPRULI,NIFTY500
ICICIPRULI,LARGECAP_250
ICICIPRULI,NIFTY_NEXT_50
IDFCBANK,BANKS - PRIVATE SECTOR
IDFCBANK,FINANCIAL SERVICES
IDFCBANK,Bank
IDFCBANK,HIGH_MARKET_VALUE
IDFCBANK,NIFTY200
IDFCBANK,NIFTY500
IDFCBANK,LARGECAP_250
IDFCBANK,MIDCAP_50
IDFCBANK,MIDCAP_100
IDFCBANK,MIDCAP_150
IDFCBANK,MIDSMALLCAP_400
IDFC,FINANCE - TERM LENDING INSTITUTIONS
IDFC,FINANCIAL SERVICES
IDFC,NIFTY200
IDFC,NIFTY500
IDFC,LARGECAP_250
IDFC,MIDCAP_50
IDFC,MIDCAP_100
IDFC,MIDCAP_150
IDFC,MIDSMALLCAP_400
IIFL,FINANCE - GENERAL
IIFL,FINANCIAL SERVICES
IIFL,HIGH_MARKET_VALUE
IIFL,LONGTERM
IIFL,NIFTY500
IIFL,LARGECAP_250
IIFL,MIDCAP_150
IIFL,MIDSMALLCAP_400
IRB,INFRASTRUCTURE - GENERAL
IRB,CONSTRUCTION
IRB,NIFTY200
IRB,NIFTY500
IRB,LARGECAP_250
IRB,MIDCAP_100
IRB,MIDCAP_150
IRB,MIDSMALLCAP_400
ITDCEM,CONSTRUCTION & CONTRACTING - CIVIL
ITDCEM,CONSTRUCTION
ITDCEM,NIFTY500
ITDCEM,MIDSMALLCAP_400
IDEA,TELECOMMUNICATIONS - SERVICE
IDEA,TELECOM
IDEA,HIGH_MARKET_VALUE
IDEA,NIFTY100
IDEA,NIFTY200
IDEA,NIFTY500
IDEA,LARGECAP_250
IDEA,NIFTY_NEXT_50
IGARASHI,ELECTRIC EQUIPMENT
IGARASHI,AUTOMOBILE
INDIACEM,CEMENT - MAJOR
INDIACEM,CEMENT & CEMENT PRODUCTS
INDIACEM,NIFTY500
INDIACEM,MIDSMALLCAP_400
INDIACEM,SMALLCAP_50
INDIACEM,SMALLCAP_100
IBULHSGFIN,FINANCE - HOUSING
IBULHSGFIN,FINANCIAL SERVICES
IBULHSGFIN,HIGH_MARKET_VALUE
IBULHSGFIN,LONGTERM
IBULHSGFIN,NIFTY100
IBULHSGFIN,NIFTY200
IBULHSGFIN,NIFTY500
IBULHSGFIN,LARGECAP_250
IBULHSGFIN,NIFTY50
IBREALEST,CONSTRUCTION & CONTRACTING - REAL ESTATE
IBREALEST,CONSTRUCTION
IBREALEST,NIFTY200
IBREALEST,NIFTY500
IBREALEST,LARGECAP_250
IBREALEST,MIDCAP_100
IBREALEST,MIDCAP_150
IBREALEST,MIDSMALLCAP_400
INDIANB,BANKS - PUBLIC SECTOR
INDIANB,FINANCIAL SERVICES
INDIANB,Bank
INDIANB,HIGH_MARKET_VALUE
INDIANB,NIFTY200
INDIANB,NIFTY500
INDIANB,LARGECAP_250
INDIANB,MIDCAP_50
INDIANB,MIDCAP_100
INDIANB,MIDCAP_150
INDIANB,MIDSMALLCAP_400
INDHOTEL,HOTELS
INDHOTEL,SERVICES
INDHOTEL,HIGH_MARKET_VALUE
INDHOTEL,NIFTY200
INDHOTEL,NIFTY500
INDHOTEL,LARGECAP_250
INDHOTEL,MIDCAP_100
INDHOTEL,MIDCAP_150
INDHOTEL,MIDSMALLCAP_400
IOC,REFINERIES
IOC,ENERGY
IOC,HIGH_MARKET_VALUE
IOC,NIFTY100
IOC,NIFTY200
IOC,NIFTY500
IOC,LARGECAP_250
IOC,NIFTY50
INDOCO,PHARMACEUTICALS
INDOCO,PHARMA
INDOCO,NIFTY500
INDOCO,MIDSMALLCAP_400
IGL,OIL DRILLING AND EXPLORATION
IGL,ENERGY
IGL,HIGH_MARKET_VALUE
IGL,LONGTERM
IGL,NIFTY200
IGL,NIFTY500
IGL,LARGECAP_250
IGL,MIDCAP_50
IGL,MIDCAP_100
IGL,MIDCAP_150
IGL,MIDSMALLCAP_400
INDUSINDBK,BANKS - PRIVATE SECTOR
INDUSINDBK,FINANCIAL SERVICES
INDUSINDBK,Bank
INDUSINDBK,HIGH_MARKET_VALUE
INDUSINDBK,NIFTY100
INDUSINDBK,NIFTY200
INDUSINDBK,NIFTY500
INDUSINDBK,LARGECAP_250
INDUSINDBK,NIFTY50
INDUSINDBK,HRITHIK
INFIBEAM,MISCELLANEOUS
INFIBEAM,IT
INFIBEAM,NIFTY500
INFIBEAM,MIDSMALLCAP_400
INFIBEAM,SMALLCAP_50
INFIBEAM,SMALLCAP_100
NAUKRI,MISCELLANEOUS
NAUKRI,IT
NAUKRI,HIGH_MARKET_VALUE
NAUKRI,NIFTY200
NAUKRI,NIFTY500
NAUKRI,LARGECAP_250
NAUKRI,MIDCAP_100
NAUKRI,MIDCAP_150
NAUKRI,MIDSMALLCAP_400
INFY,COMPUTERS - SOFTWARE
INFY,IT
INFY,HIGH_MARKET_VALUE
INFY,NIFTY100
INFY,NIFTY200
INFY,NIFTY500
INFY,LARGECAP_250
INFY,NIFTY50
INFY,HRITHIK
INOXLEISUR,MEDIA & ENTERTAINMENT
INOXLEISUR,NIFTY500
INOXLEISUR,MIDSMALLCAP_400
INTELLECT,COMPUTERS - SOFTWARE
INTELLECT,IT
INTELLECT,NIFTY500
INTELLECT,MIDSMALLCAP_400
INDIGO,TRANSPORT & LOGISTICS
INDIGO,SERVICES
INDIGO,HIGH_MARKET_VALUE
INDIGO,NIFTY100
INDIGO,NIFTY200
INDIGO,NIFTY500
INDIGO,LARGECAP_250
INDIGO,NIFTY_NEXT_50
IPCALAB,PHARMACEUTICALS
IPCALAB,PHARMA
IPCALAB,NIFTY500
IPCALAB,MIDSMALLCAP_400
JKCEMENT,CEMENT - MAJOR
JKCEMENT,CEMENT & CEMENT PRODUCTS
JKCEMENT,NIFTY500
JKCEMENT,MIDSMALLCAP_400
JKLAKSHMI,CEMENT - MAJOR
JKLAKSHMI,CEMENT & CEMENT PRODUCTS
JKLAKSHMI,NIFTY500
JKLAKSHMI,MIDSMALLCAP_400
JKLAKSHMI,SMALLCAP_100
JKTYRE,TYRES
JKTYRE,AUTOMOBILE
JKTYRE,NIFTY500
JKTYRE,MIDSMALLCAP_400
JKTYRE,SMALLCAP_100
JMTAUTOLTD,AUTO ANCILLARIES
JSWSTEEL,STEEL - LARGE
JSWSTEEL,METALS
JSWSTEEL,HIGH_MARKET_VALUE
JSWSTEEL,NIFTY100
JSWSTEEL,NIFTY200
JSWSTEEL,NIFTY500
JSWSTEEL,LARGECAP_250
JSWSTEEL,NIFTY_NEXT_50
JAGRAN,MEDIA & ENTERTAINMENT
JAGRAN,NIFTY500
JAGRAN,MIDSMALLCAP_400
JETAIRWAYS,TRANSPORT & LOGISTICS
JETAIRWAYS,SERVICES
JETAIRWAYS,NIFTY500
JETAIRWAYS,MIDSMALLCAP_400
JETAIRWAYS,SMALLCAP_50
JETAIRWAYS,SMALLCAP_100
JINDALSTEL,STEEL - SPONGE IRON
JINDALSTEL,METALS
JINDALSTEL,HIGH_MARKET_VALUE
JINDALSTEL,NIFTY200
JINDALSTEL,NIFTY500
JINDALSTEL,LARGECAP_250
JINDALSTEL,MIDCAP_50
JINDALSTEL,MIDCAP_100
JINDALSTEL,MIDCAP_150
JINDALSTEL,MIDSMALLCAP_400
JUBLFOOD,MISCELLANEOUS
JUBLFOOD,CONSUMER GOODS
JUBLFOOD,HIGH_MARKET_VALUE
JUBLFOOD,LONGTERM
JUBLFOOD,NIFTY200
JUBLFOOD,NIFTY500
JUBLFOOD,LARGECAP_250
JUBLFOOD,MIDCAP_100
JUBLFOOD,MIDCAP_150
JUBLFOOD,MIDSMALLCAP_400
JUSTDIAL,MISCELLANEOUS
JUSTDIAL,IT
JUSTDIAL,NIFTY500
JUSTDIAL,MIDSMALLCAP_400
JUSTDIAL,SMALLCAP_100
JYOTHYLAB,PERSONAL CARE
JYOTHYLAB,CONSUMER GOODS
JYOTHYLAB,NIFTY500
JYOTHYLAB,MIDSMALLCAP_400
KAJARIACER,CERAMICS & GRANITE
KAJARIACER,CONSTRUCTION
KAJARIACER,NIFTY500
KAJARIACER,LARGECAP_250
KAJARIACER,MIDCAP_150
KAJARIACER,MIDSMALLCAP_400
KALPATPOWR,POWER - TRANSMISSION & EQUIPMENT
KALPATPOWR,ENERGY
KALPATPOWR,NIFTY500
KALPATPOWR,MIDSMALLCAP_400
KALPATPOWR,SMALLCAP_100
KANSAINER,PAINTS & VARNISHES
KANSAINER,CONSUMER GOODS
KANSAINER,HIGH_MARKET_VALUE
KANSAINER,NIFTY500
KANSAINER,LARGECAP_250
KANSAINER,MIDCAP_150
KANSAINER,MIDSMALLCAP_400
KTKBANK,BANKS - PRIVATE SECTOR
KTKBANK,FINANCIAL SERVICES
KTKBANK,Bank
KTKBANK,NIFTY500
KTKBANK,MIDSMALLCAP_400
KTKBANK,SMALLCAP_50
KTKBANK,SMALLCAP_100
KARURVYSYA,BANKS - PRIVATE SECTOR
KARURVYSYA,FINANCIAL SERVICES
KARURVYSYA,Bank
KARURVYSYA,NIFTY200
KARURVYSYA,NIFTY500
KARURVYSYA,LARGECAP_250
KARURVYSYA,MIDCAP_100
KARURVYSYA,MIDCAP_150
KARURVYSYA,MIDSMALLCAP_400
KSCL,MISCELLANEOUS
KSCL,CONSUMER GOODS
KSCL,LONGTERM
KSCL,NIFTY500
KSCL,MIDSMALLCAP_400
KSCL,SMALLCAP_100
KEC,POWER - TRANSMISSION & EQUIPMENT
KEC,CONSTRUCTION
KEC,NIFTY500
KEC,MIDSMALLCAP_400
KEC,SMALLCAP_50
KEC,SMALLCAP_100
KITEX,TEXTILES - READYMADE APPARELS
KITEX,TEXTILES
KITEX,NIFTY500
KITEX,MIDSMALLCAP_400
KOTAKBANK,BANKS - PRIVATE SECTOR
KOTAKBANK,FINANCIAL SERVICES
KOTAKBANK,Bank
KOTAKBANK,HIGH_MARKET_VALUE
KOTAKBANK,NIFTY100
KOTAKBANK,NIFTY200
KOTAKBANK,NIFTY500
KOTAKBANK,LARGECAP_250
KOTAKBANK,NIFTY50
KOTAKBANK,HRITHIK
LTTS,COMPUTERS - SOFTWARE MEDIUM & SMALL
LTTS,IT
LTTS,HIGH_MARKET_VALUE
LTTS,NIFTY500
LTTS,LARGECAP_250
LTTS,MIDCAP_150
LTTS,MIDSMALLCAP_400
LICHSGFIN,FINANCE - HOUSING
LICHSGFIN,FINANCIAL SERVICES
LICHSGFIN,HIGH_MARKET_VALUE
LICHSGFIN,NIFTY100
LICHSGFIN,NIFTY200
LICHSGFIN,NIFTY500
LICHSGFIN,LARGECAP_250
LICHSGFIN,NIFTY_NEXT_50
LAXMIMACH,TEXTILES - MACHINERY
LAXMIMACH,INDUSTRIAL MANUFACTURING
LAXMIMACH,NIFTY500
LAXMIMACH,MIDSMALLCAP_400
LAXMIMACH,SMALLCAP_100
LAKSHVILAS,BANKS - PRIVATE SECTOR
LAKSHVILAS,FINANCIAL SERVICES
LAKSHVILAS,Bank
LAKSHVILAS,HIGH_MARKET_VALUE
LAKSHVILAS,NIFTY500
LAKSHVILAS,MIDSMALLCAP_400
LAKSHVILAS,SMALLCAP_100
LTI,COMPUTERS - SOFTWARE
LTI,IT
LTI,HIGH_MARKET_VALUE
LTI,SPECIAL
LTI,LONGTERM
LTI,NIFTY500
LTI,LARGECAP_250
LTI,MIDCAP_150
LTI,MIDSMALLCAP_400
LT,INFRASTRUCTURE - GENERAL
LT,CONSTRUCTION
LT,HIGH_MARKET_VALUE
LT,NIFTY100
LT,NIFTY200
LT,NIFTY500
LT,LARGECAP_250
LT,NIFTY50
LUPIN,PHARMACEUTICALS
LUPIN,PHARMA
LUPIN,HIGH_MARKET_VALUE
LUPIN,SPECIAL
LUPIN,NIFTY100
LUPIN,NIFTY200
LUPIN,NIFTY500
LUPIN,LARGECAP_250
LUPIN,NIFTY50
MRF,TYRES
MRF,AUTOMOBILE
MRF,HIGH_MARKET_VALUE
MRF,LONGTERM
MRF,NIFTY100
MRF,NIFTY200
MRF,NIFTY500
MRF,LARGECAP_250
MRF,NIFTY_NEXT_50
MAGMA,FINANCE - LEASING & HIRE PURCHASE
MAGMA,FINANCIAL SERVICES
MAGMA,NIFTY500
MAGMA,MIDSMALLCAP_400
MGL,REFINERIES
MGL,ENERGY
MGL,LONGTERM
MGL,NIFTY200
MGL,NIFTY500
MGL,LARGECAP_250
MGL,MIDCAP_100
MGL,MIDCAP_150
MGL,MIDSMALLCAP_400
MTNL,TELECOMMUNICATIONS - SERVICE
MTNL,TELECOM
MTNL,NIFTY500
MTNL,MIDSMALLCAP_400
MHRIL,HOTELS
MHRIL,SERVICES
MHRIL,NIFTY500
MHRIL,MIDSMALLCAP_400
MANAPPURAM,FINANCE - LEASING & HIRE PURCHASE
MANAPPURAM,FINANCIAL SERVICES
MANAPPURAM,NIFTY200
MANAPPURAM,NIFTY500
MANAPPURAM,LARGECAP_250
MANAPPURAM,MIDCAP_100
MANAPPURAM,MIDCAP_150
MANAPPURAM,MIDSMALLCAP_400
MRPL,REFINERIES
MRPL,ENERGY
MRPL,HIGH_MARKET_VALUE
MRPL,NIFTY200
MRPL,NIFTY500
MRPL,LARGECAP_250
MRPL,MIDCAP_50
MRPL,MIDCAP_100
MRPL,MIDCAP_150
MRPL,MIDSMALLCAP_400
MANPASAND,FOOD PROCESSING
MANPASAND,CONSUMER GOODS
MANPASAND,NIFTY500
MANPASAND,MIDSMALLCAP_400
MANPASAND,SMALLCAP_100
MARICO,PERSONAL CARE
MARICO,CONSUMER GOODS
MARICO,HIGH_MARKET_VALUE
MARICO,LONGTERM
MARICO,NIFTY100
MARICO,NIFTY200
MARICO,NIFTY500
MARICO,LARGECAP_250
MARICO,NIFTY_NEXT_50
MARUTI,AUTO - CARS & JEEPS
MARUTI,AUTOMOBILE
MARUTI,HIGH_MARKET_VALUE
MARUTI,CAN-SLIM-2020
MARUTI,NIFTY100
MARUTI,NIFTY200
MARUTI,NIFTY500
MARUTI,LARGECAP_250
MARUTI,NIFTY50
MCLEODRUSS,PLANTATIONS - TEA & COFFEE
MCLEODRUSS,CONSUMER GOODS
MCLEODRUSS,NIFTY500
MCLEODRUSS,MIDSMALLCAP_400
MINDTREE,COMPUTERS - SOFTWARE
MINDTREE,IT
MINDTREE,HIGH_MARKET_VALUE
MINDTREE,NIFTY200
MINDTREE,NIFTY500
MINDTREE,LARGECAP_250
MINDTREE,MIDCAP_50
MINDTREE,MIDCAP_100
MINDTREE,MIDCAP_150
MINDTREE,MIDSMALLCAP_400
MINDAIND,AUTO ANCILLARIES
MINDAIND,AUTOMOBILE
MINDAIND,NIFTY500
MINDAIND,MIDSMALLCAP_400
MONSANTO,PESTICIDES & AGRO CHEMICALS
MONSANTO,FERTILISERS & PESTICIDES
MOTHERSUMI,AUTO ANCILLARIES
MOTHERSUMI,AUTOMOBILE
MOTHERSUMI,HIGH_MARKET_VALUE
MOTHERSUMI,NIFTY100
MOTHERSUMI,NIFTY200
MOTHERSUMI,NIFTY500
MOTHERSUMI,LARGECAP_250
