Symbol,CategoryName
MOTHERSUMI,NIFTY_NEXT_50
MOTILALOFS,FINANCE - GENERAL
MOTILALOFS,FINANCIAL SERVICES
MOTILALOFS,HIGH_MARKET_VALUE
MOTILALOFS,NIFTY500
MOTILALOFS,LARGECAP_250
MOTILALOFS,MIDCAP_150
MOTILALOFS,MIDSMALLCAP_400
MPHASIS,COMPUTERS - SOFTWARE
MPHASIS,IT
MPHASIS,HIGH_MARKET_VALUE
MPHASIS,NIFTY200
MPHASIS,NIFTY500
MPHASIS,LARGECAP_250
MPHASIS,MIDCAP_100
MPHASIS,MIDCAP_150
MPHASIS,MIDSMALLCAP_400
MUTHOOTFIN,FINANCE - INVESTMENTS
MUTHOOTFIN,FINANCIAL SERVICES
MUTHOOTFIN,HIGH_MARKET_VALUE
MUTHOOTFIN,NIFTY200
MUTHOOTFIN,NIFTY500
MUTHOOTFIN,LARGECAP_250
MUTHOOTFIN,MIDCAP_50
MUTHOOTFIN,MIDCAP_100
MUTHOOTFIN,MIDCAP_150
MUTHOOTFIN,MIDSMALLCAP_400
NATCOPHARM,PHARMACEUTICALS
NATCOPHARM,PHARMA
NATCOPHARM,HIGH_MARKET_VALUE
NATCOPHARM,NIFTY200
NATCOPHARM,NIFTY500
NATCOPHARM,LARGECAP_250
NATCOPHARM,MIDCAP_100
NATCOPHARM,MIDCAP_150
NATCOPHARM,MIDSMALLCAP_400
NBCC,INFRASTRUCTURE - GENERAL
NBCC,CONSTRUCTION
NBCC,HIGH_MARKET_VALUE
NBCC,NIFTY200
NBCC,NIFTY500
NBCC,LARGECAP_250
NBCC,MIDCAP_50
NBCC,MIDCAP_100
NBCC,MIDCAP_150
NBCC,MIDSMALLCAP_400
NCC,CONSTRUCTION & CONTRACTING - CIVIL
NCC,CONSTRUCTION
NCC,NIFTY500
NCC,MIDSMALLCAP_400
NCC,SMALLCAP_50
NCC,SMALLCAP_100
NHPC,POWER - GENERATION & DISTRIBUTION
NHPC,ENERGY
NHPC,HIGH_MARKET_VALUE
NHPC,NIFTY100
NHPC,NIFTY200
NHPC,NIFTY500
NHPC,LARGECAP_250
NHPC,NIFTY_NEXT_50
NIITTECH,COMPUTERS - SOFTWARE
NIITTECH,IT
NIITTECH,NIFTY500
NIITTECH,MIDSMALLCAP_400
NIITTECH,SMALLCAP_100
NLCINDIA,POWER - GENERATION & DISTRIBUTION
NLCINDIA,ENERGY
NLCINDIA,HIGH_MARKET_VALUE
NLCINDIA,NIFTY500
NLCINDIA,LARGECAP_250
NLCINDIA,MIDCAP_150
NLCINDIA,MIDSMALLCAP_400
NMDC,MINING & MINERALS
NMDC,METALS
NMDC,HIGH_MARKET_VALUE
NMDC,NIFTY100
NMDC,NIFTY200
NMDC,NIFTY500
NMDC,LARGECAP_250
NMDC,NIFTY_NEXT_50
NTPC,POWER - GENERATION & DISTRIBUTION
NTPC,ENERGY
NTPC,HIGH_MARKET_VALUE
NTPC,NIFTY100
NTPC,NIFTY200
NTPC,NIFTY500
NTPC,LARGECAP_250
NTPC,NIFTY50
NH,HOSPITALS & MEDICAL SERVICES
NH,HEALTHCARE SERVICES
NH,NIFTY500
NH,MIDSMALLCAP_400
NATIONALUM,ALUMINIUM
NATIONALUM,METALS
NATIONALUM,HIGH_MARKET_VALUE
NATIONALUM,NIFTY200
NATIONALUM,NIFTY500
NATIONALUM,LARGECAP_250
NATIONALUM,MIDCAP_50
NATIONALUM,MIDCAP_100
NATIONALUM,MIDCAP_150
NATIONALUM,MIDSMALLCAP_400
NBVENTURES,DIVERSIFIED
NBVENTURES,ENERGY
NBVENTURES,NIFTY500
NBVENTURES,MIDSMALLCAP_400
NAVKARCORP,TRANSPORT & LOGISTICS
NAVKARCORP,SERVICES
NAVKARCORP,NIFTY500
NAVKARCORP,MIDSMALLCAP_400
NAVNETEDUL,MEDIA & ENTERTAINMENT
NAVNETEDUL,PRINTING & STATIONERY
NETWORK18,FINANCE - GENERAL
NETWORK18,MEDIA & ENTERTAINMENT
NETWORK18,NIFTY500
NETWORK18,MIDSMALLCAP_400
OBEROIRLTY,CONSTRUCTION & CONTRACTING - REAL ESTATE
OBEROIRLTY,CONSTRUCTION
OBEROIRLTY,HIGH_MARKET_VALUE
OBEROIRLTY,NIFTY200
OBEROIRLTY,NIFTY500
OBEROIRLTY,LARGECAP_250
OBEROIRLTY,MIDCAP_100
OBEROIRLTY,MIDCAP_150
OBEROIRLTY,MIDSMALLCAP_400
ONGC,OIL DRILLING AND EXPLORATION
ONGC,ENERGY
ONGC,HIGH_MARKET_VALUE
ONGC,NIFTY100
ONGC,NIFTY200
ONGC,NIFTY500
ONGC,LARGECAP_250
ONGC,NIFTY50
OIL,OIL DRILLING AND EXPLORATION
OIL,ENERGY
OIL,HIGH_MARKET_VALUE
OIL,NIFTY100
OIL,NIFTY200
OIL,NIFTY500
OIL,LARGECAP_250
OIL,NIFTY_NEXT_50
OFSS,COMPUTERS - SOFTWARE
OFSS,IT
OFSS,HIGH_MARKET_VALUE
OFSS,NIFTY100
OFSS,NIFTY200
OFSS,NIFTY500
OFSS,LARGECAP_250
OFSS,NIFTY_NEXT_50
PCJEWELLER,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
PCJEWELLER,CONSUMER GOODS
PCJEWELLER,HIGH_MARKET_VALUE
PCJEWELLER,NIFTY200
PCJEWELLER,NIFTY500
PCJEWELLER,LARGECAP_250
PCJEWELLER,MIDCAP_50
PCJEWELLER,MIDCAP_100
PCJEWELLER,MIDCAP_150
PCJEWELLER,MIDSMALLCAP_400
PIIND,PESTICIDES & AGRO CHEMICALS
PIIND,FERTILISERS & PESTICIDES
PIIND,NIFTY200
PIIND,NIFTY500
PIIND,LARGECAP_250
PIIND,MIDCAP_100
PIIND,MIDCAP_150
PIIND,MIDSMALLCAP_400
PTC,TRADING
PTC,ENERGY
PTC,NIFTY500
PTC,MIDSMALLCAP_400
PTC,SMALLCAP_100
PVR,MEDIA & ENTERTAINMENT
PVR,NIFTY500
PVR,MIDSMALLCAP_400
PVR,SMALLCAP_50
PVR,SMALLCAP_100
PAGEIND,TEXTILES - READYMADE APPARELS
PAGEIND,TEXTILES
PAGEIND,HIGH_MARKET_VALUE
PAGEIND,LONGTERM
PAGEIND,NIFTY200
PAGEIND,NIFTY500
PAGEIND,LARGECAP_250
PAGEIND,MIDCAP_50
PAGEIND,MIDCAP_100
PAGEIND,MIDCAP_150
PAGEIND,MIDSMALLCAP_400
PERSISTENT,COMPUTERS - SOFTWARE
PERSISTENT,IT
PERSISTENT,NIFTY500
PERSISTENT,MIDSMALLCAP_400
PERSISTENT,SMALLCAP_100
PETRONET,OIL DRILLING AND EXPLORATION
PETRONET,ENERGY
PETRONET,HIGH_MARKET_VALUE
PETRONET,NIFTY100
PETRONET,NIFTY200
PETRONET,NIFTY500
PETRONET,LARGECAP_250
PETRONET,NIFTY_NEXT_50
PHOENIXLTD,CONSTRUCTION & CONTRACTING - REAL ESTATE
PHOENIXLTD,CONSTRUCTION
PHOENIXLTD,NIFTY500
PHOENIXLTD,LARGECAP_250
PHOENIXLTD,MIDCAP_150
PHOENIXLTD,MIDSMALLCAP_400
PIDILITIND,CHEMICALS
PIDILITIND,HIGH_MARKET_VALUE
PIDILITIND,LONGTERM
PIDILITIND,NIFTY100
PIDILITIND,NIFTY200
PIDILITIND,NIFTY500
PIDILITIND,LARGECAP_250
PIDILITIND,NIFTY_NEXT_50
PEL,PHARMACEUTICALS
PEL,FINANCIAL SERVICES
PEL,PHARMA
PEL,HIGH_MARKET_VALUE
PEL,NIFTY100
PEL,NIFTY200
PEL,NIFTY500
PEL,LARGECAP_250
PEL,NIFTY_NEXT_50
POLARIS,COMPUTERS - SOFTWARE
POLARIS,IT
POLARIS,LONGTERM
PFC,FINANCE - TERM LENDING INSTITUTIONS
PFC,FINANCIAL SERVICES
PFC,HIGH_MARKET_VALUE
PFC,NIFTY100
PFC,NIFTY200
PFC,NIFTY500
PFC,LARGECAP_250
PFC,NIFTY_NEXT_50
POWERGRID,POWER - GENERATION & DISTRIBUTION
POWERGRID,ENERGY
POWERGRID,HIGH_MARKET_VALUE
POWERGRID,NIFTY100
POWERGRID,NIFTY200
POWERGRID,NIFTY500
POWERGRID,LARGECAP_250
POWERGRID,NIFTY50
PRESTIGE,CONSTRUCTION & CONTRACTING - REAL ESTATE
PRESTIGE,CONSTRUCTION
PRESTIGE,NIFTY200
PRESTIGE,NIFTY500
PRESTIGE,LARGECAP_250
PRESTIGE,MIDCAP_100
PRESTIGE,MIDCAP_150
PRESTIGE,MIDSMALLCAP_400
PGHH,PERSONAL CARE
PGHH,CONSUMER GOODS
PGHH,HIGH_MARKET_VALUE
PGHH,NIFTY100
PGHH,NIFTY200
PGHH,NIFTY500
PGHH,LARGECAP_250
PGHH,NIFTY_NEXT_50
PNB,BANKS - PUBLIC SECTOR
PNB,FINANCIAL SERVICES
PNB,Bank
PNB,HIGH_MARKET_VALUE
PNB,NIFTY100
PNB,NIFTY200
PNB,NIFTY500
PNB,LARGECAP_250
PNB,NIFTY_NEXT_50
RBLBANK,BANKS - PRIVATE SECTOR
RBLBANK,FINANCIAL SERVICES
RBLBANK,Bank
RBLBANK,HIGH_MARKET_VALUE
RBLBANK,NIFTY200
RBLBANK,NIFTY500
RBLBANK,LARGECAP_250
RBLBANK,MIDCAP_50
RBLBANK,MIDCAP_100
RBLBANK,MIDCAP_150
RBLBANK,MIDSMALLCAP_400
RALLIS,PESTICIDES & AGRO CHEMICALS
RALLIS,FERTILISERS & PESTICIDES
RALLIS,NIFTY500
RALLIS,MIDSMALLCAP_400
RALLIS,SMALLCAP_100
RAMCOSYS,COMPUTERS - SOFTWARE
RAMCOSYS,IT
RAMCOSYS,NIFTY500
RAMCOSYS,MIDSMALLCAP_400
RATNAMANI,STEEL - TUBES & PIPES
RAYMOND,TEXTILES - WOOLLEN & WORSTED
RAYMOND,TEXTILES
RAYMOND,NIFTY500
RAYMOND,MIDSMALLCAP_400
RAYMOND,SMALLCAP_50
RAYMOND,SMALLCAP_100
RELAXO,LEATHER PRODUCTS
RELAXO,CONSUMER GOODS
RELAXO,LONGTERM
RELAXO,NIFTY500
RELAXO,MIDSMALLCAP_400
RELCAPITAL,FINANCE - INVESTMENTS
RELCAPITAL,FINANCIAL SERVICES
RELCAPITAL,NIFTY200
RELCAPITAL,NIFTY500
RELCAPITAL,LARGECAP_250
RELCAPITAL,MIDCAP_100
RELCAPITAL,MIDCAP_150
RELCAPITAL,MIDSMALLCAP_400
RCOM,TELECOMMUNICATIONS - SERVICE
RCOM,TELECOM
RCOM,NIFTY500
RCOM,MIDSMALLCAP_400
RCOM,SMALLCAP_50
RCOM,SMALLCAP_100
RDEL,SHIPPING
RIIL,INFRASTRUCTURE - GENERAL
RELIANCE,REFINERIES
RELIANCE,ENERGY
RELIANCE,HIGH_MARKET_VALUE
RELIANCE,NIFTY100
RELIANCE,NIFTY200
RELIANCE,NIFTY500
RELIANCE,LARGECAP_250
RELIANCE,NIFTY50
RELIANCE,HRITHIK
RELINFRA,POWER - GENERATION & DISTRIBUTION
RELINFRA,ENERGY
RELINFRA,NIFTY200
RELINFRA,NIFTY500
RELINFRA,LARGECAP_250
RELINFRA,MIDCAP_50
RELINFRA,MIDCAP_100
RELINFRA,MIDCAP_150
RELINFRA,MIDSMALLCAP_400
RPOWER,POWER - GENERATION & DISTRIBUTION
RPOWER,ENERGY
RPOWER,NIFTY200
RPOWER,NIFTY500
RPOWER,LARGECAP_250
RPOWER,MIDCAP_50
RPOWER,MIDCAP_100
RPOWER,MIDCAP_150
RPOWER,MIDSMALLCAP_400
RELIGARE,FINANCE - INVESTMENTS
RELIGARE,FINANCIAL SERVICES
RELIGARE,NIFTY500
RELIGARE,MIDSMALLCAP_400
REPCOHOME,FINANCE - HOUSING
REPCOHOME,FINANCIAL SERVICES
REPCOHOME,NIFTY500
REPCOHOME,MIDSMALLCAP_400
REPCOHOME,SMALLCAP_50
REPCOHOME,SMALLCAP_100
RECLTD,FINANCE - TERM LENDING INSTITUTIONS
RECLTD,FINANCIAL SERVICES
RECLTD,HIGH_MARKET_VALUE
RECLTD,NIFTY100
RECLTD,NIFTY200
RECLTD,NIFTY500
RECLTD,LARGECAP_250
RECLTD,NIFTY_NEXT_50
SKFINDIA,BEARINGS
SKFINDIA,INDUSTRIAL MANUFACTURING
SKFINDIA,NIFTY500
SKFINDIA,LARGECAP_250
SKFINDIA,MIDCAP_150
SKFINDIA,MIDSMALLCAP_400
SREINFRA,FINANCE - LEASING & HIRE PURCHASE
SREINFRA,FINANCIAL SERVICES
SREINFRA,NIFTY500
SREINFRA,MIDSMALLCAP_400
SREINFRA,SMALLCAP_50
SREINFRA,SMALLCAP_100
SADBHAV,INFRASTRUCTURE - GENERAL
SADBHAV,CONSTRUCTION
SADBHAV,NIFTY500
SADBHAV,MIDSMALLCAP_400
SANOFI,PHARMACEUTICALS
SANOFI,PHARMA
SANOFI,NIFTY500
SANOFI,LARGECAP_250
SANOFI,MIDCAP_150
SANOFI,MIDSMALLCAP_400
SHREECEM,CEMENT - MAJOR
SHREECEM,CEMENT & CEMENT PRODUCTS
SHREECEM,HIGH_MARKET_VALUE
SHREECEM,NIFTY100
SHREECEM,NIFTY200
SHREECEM,NIFTY500
SHREECEM,LARGECAP_250
SHREECEM,NIFTY_NEXT_50
RENUKA,SUGAR
RENUKA,CONSUMER GOODS
RENUKA,NIFTY500
RENUKA,MIDSMALLCAP_400
SHRIRAMCIT,FINANCE - LEASING & HIRE PURCHASE
SHRIRAMCIT,FINANCIAL SERVICES
SHRIRAMCIT,HIGH_MARKET_VALUE
SHRIRAMCIT,LONGTERM
SHRIRAMCIT,NIFTY500
SHRIRAMCIT,LARGECAP_250
SHRIRAMCIT,MIDCAP_150
SHRIRAMCIT,MIDSMALLCAP_400
SRTRANSFIN,FINANCE - LEASING & HIRE PURCHASE
SRTRANSFIN,FINANCIAL SERVICES
SRTRANSFIN,HIGH_MARKET_VALUE
SRTRANSFIN,LONGTERM
SRTRANSFIN,NIFTY100
SRTRANSFIN,NIFTY200
SRTRANSFIN,NIFTY500
SRTRANSFIN,LARGECAP_250
SRTRANSFIN,NIFTY_NEXT_50
SIEMENS,INFRASTRUCTURE - GENERAL
SIEMENS,INDUSTRIAL MANUFACTURING
SIEMENS,HIGH_MARKET_VALUE
SIEMENS,NIFTY100
SIEMENS,NIFTY200
SIEMENS,NIFTY500
SIEMENS,LARGECAP_250
SIEMENS,NIFTY_NEXT_50
SOLARINDS,CHEMICALS
SOLARINDS,LONGTERM
SOLARINDS,NIFTY500
SOLARINDS,LARGECAP_250
SOLARINDS,MIDCAP_150
SOLARINDS,MIDSMALLCAP_400
SOUTHBANK,BANKS - PRIVATE SECTOR
SOUTHBANK,FINANCIAL SERVICES
SOUTHBANK,Bank
SOUTHBANK,NIFTY500
SOUTHBANK,MIDSMALLCAP_400
SOUTHBANK,SMALLCAP_50
SOUTHBANK,SMALLCAP_100
SBIN,BANKS - PUBLIC SECTOR
SBIN,FINANCIAL SERVICES
SBIN,Bank
SBIN,HIGH_MARKET_VALUE
SBIN,NIFTY100
SBIN,NIFTY200
SBIN,NIFTY500
SBIN,LARGECAP_250
SBIN,NIFTY50
SAIL,STEEL - LARGE
SAIL,METALS
SAIL,HIGH_MARKET_VALUE
SAIL,NIFTY100
SAIL,NIFTY200
SAIL,NIFTY500
SAIL,LARGECAP_250
SAIL,NIFTY_NEXT_50
STRTECH,CABLES - TELEPHONE
STRTECH,TELECOM
STRTECH,LONGTERM
STRTECH,NIFTY200
STRTECH,NIFTY500
STRTECH,LARGECAP_250
STRTECH,MIDCAP_100
STRTECH,MIDCAP_150
STRTECH,MIDSMALLCAP_400
STAR,PHARMACEUTICALS
STAR,PHARMA
SPARC,PHARMACEUTICALS
SPARC,PHARMA
SPARC,HIGH_MARKET_VALUE
SPARC,SPECIAL
SPARC,NIFTY200
SPARC,NIFTY500
SPARC,LARGECAP_250
SPARC,MIDCAP_100
SPARC,MIDCAP_150
SPARC,MIDSMALLCAP_400
SUNPHARMA,PHARMACEUTICALS
SUNPHARMA,PHARMA
SUNPHARMA,HIGH_MARKET_VALUE
SUNPHARMA,SPECIAL
SUNPHARMA,NIFTY100
SUNPHARMA,NIFTY200
SUNPHARMA,NIFTY500
SUNPHARMA,LARGECAP_250
SUNPHARMA,NIFTY50
SUNTV,MEDIA & ENTERTAINMENT
SUNTV,HIGH_MARKET_VALUE
SUNTV,NIFTY100
SUNTV,NIFTY200
SUNTV,NIFTY500
SUNTV,LARGECAP_250
SUNTV,NIFTY_NEXT_50
SUNDARMFIN,FINANCE - LEASING & HIRE PURCHASE
SUNDARMFIN,HIGH_MARKET_VALUE
SUNDRMFAST,FASTENERS
SUNDRMFAST,AUTOMOBILE
SUNDRMFAST,NIFTY500
SUNDRMFAST,LARGECAP_250
SUNDRMFAST,MIDCAP_150
SUNDRMFAST,MIDSMALLCAP_400
SUPREMEIND,PLASTICS
SUPREMEIND,INDUSTRIAL MANUFACTURING
SUPREMEIND,HIGH_MARKET_VALUE
SUPREMEIND,NIFTY500
SUPREMEIND,LARGECAP_250
SUPREMEIND,MIDCAP_150
SUPREMEIND,MIDSMALLCAP_400
SYMPHONY,CONSUMER GOODS - WHITE GOODS
SYMPHONY,CONSUMER GOODS
SYMPHONY,HIGH_MARKET_VALUE
SYMPHONY,LONGTERM
SYMPHONY,NIFTY500
SYMPHONY,LARGECAP_250
SYMPHONY,MIDCAP_150
SYMPHONY,MIDSMALLCAP_400
SYNGENE,MISCELLANEOUS
SYNGENE,PHARMA
SYNGENE,NIFTY200
SYNGENE,NIFTY500
SYNGENE,LARGECAP_250
SYNGENE,MIDCAP_100
SYNGENE,MIDCAP_150
SYNGENE,MIDSMALLCAP_400
TVTODAY,MEDIA & ENTERTAINMENT
TVTODAY,NIFTY500
TVTODAY,MIDSMALLCAP_400
TV18BRDCST,MEDIA & ENTERTAINMENT
TV18BRDCST,NIFTY200
TV18BRDCST,NIFTY500
TV18BRDCST,LARGECAP_250
TV18BRDCST,MIDCAP_100
TV18BRDCST,MIDCAP_150
TV18BRDCST,MIDSMALLCAP_400
TVSMOTOR,AUTO - 2 & 3 WHEELERS
TVSMOTOR,AUTOMOBILE
TVSMOTOR,HIGH_MARKET_VALUE
TVSMOTOR,LONGTERM
TVSMOTOR,NIFTY200
TVSMOTOR,NIFTY500
TVSMOTOR,LARGECAP_250
TVSMOTOR,MIDCAP_50
TVSMOTOR,MIDCAP_100
TVSMOTOR,MIDCAP_150
TVSMOTOR,MIDSMALLCAP_400
TVSSRICHAK,TYRES
TVSSRICHAK,AUTOMOBILE
TVSSRICHAK,NIFTY500
TVSSRICHAK,MIDSMALLCAP_400
TNPL,PAPER
TNPL,NIFTY500
TNPL,MIDSMALLCAP_400
TATACHEM,CHEMICALS
TATACHEM,HIGH_MARKET_VALUE
TATACHEM,NIFTY200
TATACHEM,NIFTY500
TATACHEM,LARGECAP_250
TATACHEM,MIDCAP_50
TATACHEM,MIDCAP_100
TATACHEM,MIDCAP_150
TATACHEM,MIDSMALLCAP_400
TATACOFFEE,PLANTATIONS - TEA & COFFEE
TATACOFFEE,CONSUMER GOODS
TATACOFFEE,NIFTY500
TATACOFFEE,MIDSMALLCAP_400
TATACOMM,TELECOMMUNICATIONS - SERVICE
TATACOMM,TELECOM
TATACOMM,HIGH_MARKET_VALUE
TCS,COMPUTERS - SOFTWARE
TCS,IT
TCS,HIGH_MARKET_VALUE
TCS,NIFTY100
TCS,NIFTY200
TCS,NIFTY500
TCS,LARGECAP_250
TCS,NIFTY50
TCS,HRITHIK
TATAELXSI,COMPUTERS - SOFTWARE
TATAELXSI,IT
TATAELXSI,SPECIAL
TATAELXSI,LONGTERM
TATAELXSI,CAN-SLIM-2020
TATAELXSI,NIFTY500
TATAELXSI,MIDSMALLCAP_400
TATAELXSI,SMALLCAP_50
TATAELXSI,SMALLCAP_100
TATAGLOBAL,PLANTATIONS - TEA & COFFEE
TATAGLOBAL,CONSUMER GOODS
TATAGLOBAL,HIGH_MARKET_VALUE
TATAGLOBAL,NIFTY200
TATAGLOBAL,NIFTY500
TATAGLOBAL,LARGECAP_250
TATAGLOBAL,MIDCAP_50
TATAGLOBAL,MIDCAP_100
TATAGLOBAL,MIDCAP_150
TATAGLOBAL,MIDSMALLCAP_400
TATAINVEST,FINANCE - INVESTMENTS
TATAINVEST,FINANCIAL SERVICES
TATAINVEST,NIFTY500
TATAINVEST,MIDSMALLCAP_400
TATAMTRDVR,AUTO - LCVS & HCVS
TATAMTRDVR,AUTOMOBILE
TATAMTRDVR,HIGH_MARKET_VALUE
TATAMTRDVR,NIFTY100
TATAMTRDVR,NIFTY200
TATAMTRDVR,NIFTY500
TATAMTRDVR,LARGECAP_250
TATAMOTORS,AUTO - LCVS & HCVS
TATAMOTORS,AUTOMOBILE
TATAMOTORS,HIGH_MARKET_VALUE
TATAMOTORS,NIFTY100
TATAMOTORS,NIFTY200
TATAMOTORS,NIFTY500
TATAMOTORS,LARGECAP_250
TATAMOTORS,NIFTY50
TATAPOWER,POWER - GENERATION & DISTRIBUTION
TATAPOWER,ENERGY
TATAPOWER,HIGH_MARKET_VALUE
TATAPOWER,NIFTY200
TATAPOWER,NIFTY500
TATAPOWER,LARGECAP_250
TATAPOWER,MIDCAP_50
TATAPOWER,MIDCAP_100
TATAPOWER,MIDCAP_150
TATAPOWER,MIDSMALLCAP_400
TATASTEEL,STEEL - LARGE
TATASTEEL,METALS
TATASTEEL,HIGH_MARKET_VALUE
TATASTEEL,NIFTY100
TATASTEEL,NIFTY200
TATASTEEL,NIFTY500
TATASTEEL,LARGECAP_250
TATASTEEL,NIFTY50
TECHM,COMPUTERS - SOFTWARE
TECHM,IT
TECHM,HIGH_MARKET_VALUE
TECHM,NIFTY100
TECHM,NIFTY200
TECHM,NIFTY500
TECHM,LARGECAP_250
TECHM,NIFTY50
TECHNO,ELECTRIC EQUIPMENT
TECHNO,CONSTRUCTION
RAMCOCEM,CEMENT - MAJOR
RAMCOCEM,CEMENT & CEMENT PRODUCTS
RAMCOCEM,HIGH_MARKET_VALUE
RAMCOCEM,NIFTY200
RAMCOCEM,NIFTY500
RAMCOCEM,LARGECAP_250
RAMCOCEM,MIDCAP_50
RAMCOCEM,MIDCAP_100
RAMCOCEM,MIDCAP_150
RAMCOCEM,MIDSMALLCAP_400
THERMAX,INFRASTRUCTURE - GENERAL
THERMAX,INDUSTRIAL MANUFACTURING
THERMAX,HIGH_MARKET_VALUE
THERMAX,NIFTY500
THERMAX,LARGECAP_250
THERMAX,MIDCAP_150
THERMAX,MIDSMALLCAP_400
THOMASCOOK,MISCELLANEOUS
THOMASCOOK,SERVICES
THOMASCOOK,NIFTY500
THOMASCOOK,LARGECAP_250
THOMASCOOK,MIDCAP_150
THOMASCOOK,MIDSMALLCAP_400
TITAN,MISCELLANEOUS
TITAN,CONSUMER GOODS
TITAN,HIGH_MARKET_VALUE
TITAN,LONGTERM
TITAN,NIFTY100
TITAN,NIFTY200
TITAN,NIFTY500
TITAN,LARGECAP_250
TITAN,NIFTY50
TORNTPHARM,PHARMACEUTICALS
TORNTPHARM,PHARMA
TORNTPHARM,HIGH_MARKET_VALUE
TORNTPHARM,NIFTY200
TORNTPHARM,NIFTY500
TORNTPHARM,LARGECAP_250
TORNTPHARM,MIDCAP_50
TORNTPHARM,MIDCAP_100
TORNTPHARM,MIDCAP_150
TORNTPHARM,MIDSMALLCAP_400
TORNTPOWER,POWER - GENERATION & DISTRIBUTION
TORNTPOWER,ENERGY
TORNTPOWER,NIFTY200
TORNTPOWER,NIFTY500
TORNTPOWER,LARGECAP_250
TORNTPOWER,MIDCAP_100
TORNTPOWER,MIDCAP_150
TORNTPOWER,MIDSMALLCAP_400
TRIDENT,TEXTILES - SPINNING - COTTON BLENDED
TRIDENT,TEXTILES
TRIDENT,NIFTY500
TRIDENT,MIDSMALLCAP_400
TRIDENT,SMALLCAP_100
TUBEINVEST,ENGINEERING
UPL,CHEMICALS
UPL,FERTILISERS & PESTICIDES
UPL,HIGH_MARKET_VALUE
UPL,NIFTY100
UPL,NIFTY200
UPL,NIFTY500
UPL,LARGECAP_250
UPL,NIFTY50
ULTRACEMCO,CEMENT - MAJOR
ULTRACEMCO,CEMENT & CEMENT PRODUCTS
ULTRACEMCO,HIGH_MARKET_VALUE
ULTRACEMCO,NIFTY100
ULTRACEMCO,NIFTY200
ULTRACEMCO,NIFTY500
ULTRACEMCO,LARGECAP_250
ULTRACEMCO,NIFTY50
UNIONBANK,BANKS - PUBLIC SECTOR
UNIONBANK,FINANCIAL SERVICES
UNIONBANK,Bank
UNIONBANK,NIFTY200
UNIONBANK,NIFTY500
UNIONBANK,LARGECAP_250
UNIONBANK,MIDCAP_50
UNIONBANK,MIDCAP_100
UNIONBANK,MIDCAP_150
UNIONBANK,MIDSMALLCAP_400
UNITECH,CONSTRUCTION & CONTRACTING - CIVIL
UNITECH,CONSTRUCTION
UNITECH,NIFTY500
UNITECH,MIDSMALLCAP_400
UBL,BREWERIES & DISTILLERIES
UBL,CONSUMER GOODS
UBL,HIGH_MARKET_VALUE
UBL,NIFTY200
UBL,NIFTY500
UBL,LARGECAP_250
UBL,MIDCAP_50
UBL,MIDCAP_100
UBL,MIDCAP_150
UBL,MIDSMALLCAP_400
MCDOWELL-N,BREWERIES & DISTILLERIES
MCDOWELL-N,CONSUMER GOODS
MCDOWELL-N,HIGH_MARKET_VALUE
MCDOWELL-N,NIFTY100
MCDOWELL-N,NIFTY200
MCDOWELL-N,NIFTY500
MCDOWELL-N,LARGECAP_250
MCDOWELL-N,NIFTY_NEXT_50
VGUARD,ELECTRIC EQUIPMENT
